Column1,Column2,Column3,Column4
@moonshottttt,"RT @utopiaclubnft: Retro and Disco!! 💫💫🥳

Utopia Club will have a roof top bar at the Metaverse. 🏰

#utopiaclubnft #utopians #utopiaclub #nft #nftcommunity #radiostation #walloffame #discobar https://t.co/2hlnnLIsMJ",https://twitter.com/moonshottttt/status/1485237357955936256,"January 23, 2022 at 09:05PM"
@alp3122,"@xebudamla @ayhankayan14 #OASIS GOES TO MOON🚀 🚀 🚀

#OASIS best #bsc project🚀 🚀 🚀

#OASIS will be in #metaverse 🚀 🚀 🚀

#OASIS #bsc fairlunch will be so good🚀 🚀 🚀

Dont miss big ath of #OASIS 🚀 🚀 🚀 https://t.co/cxrlDlILAJ",https://twitter.com/alp3122/status/1485237357997608962,"January 23, 2022 at 09:05PM"
@Andricrypto13,"@JumpinCrypto27 @MicropetsBSC NEW Staking and Reward System soon
QnA with CTO on Telegram VC every
▶️ 2-3PM UTC
▶️ 10-11PM UTC

🔥Q&amp;A, MicroPets News, Learning and many more.
https://t.co/ZVPX3lhGxC

#MicroPets #Pets #P2E #GameFi #BNB #BSC #NFT #PETSArmy #Petropolis #Metaverse #PETSRnR0123 https://t.co/Hoofu0eFgr",https://twitter.com/Andricrypto13/status/1485237358685716487,"January 23, 2022 at 09:05PM"
@gurlerrg,"RT @deficonnect: We are moving according to plan..

See attached road map for further confirmation..

Next in line is @BitrueOfficial 

We are just getting started.💪

#DFC #DFCTipper #Bitcoin  #USDT  #Nigeriavsguineabissau #AFCON2021 #Crypto #BSCGem #NFTProject #Metaverse #Binance https://t.co/45SeZrjg67",https://twitter.com/gurlerrg/status/1485237358756831233,"January 23, 2022 at 09:05PM"
@ChipsMan_,"RT @DaveFoShizzle: Ça parle du metaverse comme futur de la vie en entreprise, ms pr reprendre ce qui est dit ds certains tik tok, en tant que tech info les 3/4 des tickets ouverts pr un problème info c ""l'ordi marche pas"" ou ""mon micro marche pas"".",https://twitter.com/ChipsMan_/status/1485237359864078339,"January 23, 2022 at 09:05PM"
@SandySa31525920,"RT @protonsberg: 3D Bat Spike - Metaverse ready

Specifically made for @DannyCrypto85  

He know owns the Spike trilogy: 

- Bat Spike

- 3D Bat Spike Card

- 3D Bat Spike - Metaverse ready

#NFT  #Metaverse @Proton_NFT #NFTs #NFT $XPR #NFTCommunity #ProtonNFTs #SolanaNFTs  #OpenSeaNFT $VRA https://t.co/Fpux6Izhhj",https://twitter.com/SandySa31525920/status/1485237362682908678,"January 23, 2022 at 09:05PM"
@kemalbeyaslan,"RT @IbaxNetwork: #IBAX #Airdrop is coming next week! Please join and stay with us.
Discord: https://t.co/u9TPdJDeVb
Telegram: https://t.co/l2hPjrbb3T
YouTube: https://t.co/eLJvfKgVZ1
Website: https://t.co/8OtelI8YsL

#Metaverse #NFTGiveaway #NFTs #NFTCommunity  #ETH #Bitcoin https://t.co/fI2eUqc16M",https://twitter.com/kemalbeyaslan/status/1485237364754685955,"January 23, 2022 at 09:05PM"
@JustKouji_,"RT @BlockScoops: Facebook (is anyone calling it Meta?) and Coinbase potentially lay the foundation for finance in the metaverse 🔮 A waitlist for the pilot of new digital wallet, Novi, is currently available in Guatemala and the U.S. using Pax Dollar (USDP)

https://t.co/q2ukuf54Nl https://t.co/v7635B6pHG",https://twitter.com/JustKouji_/status/1485237364918304771,"January 23, 2022 at 09:05PM"
@Alanil210,#PDXCoin #crypto-to-fiat #payments #banking #PDX #metaverse https://t.co/GyQG2Zxp0G,https://twitter.com/Alanil210/status/1485252400672034824,"January 23, 2022 at 10:05PM"
@CMFJoeFoolery,"@LuoshengPeng Next big question; what does the ""metaverse"" actually mean to them?
$FB and $MSFT are on completely different paths, despite using the same terminology.",https://twitter.com/CMFJoeFoolery/status/1485252400818671622,"January 23, 2022 at 10:05PM"
@Sina36787748,"RT @deficonnect: We are moving according to plan..

See attached road map for further confirmation..

Next in line is @BitrueOfficial 

We are just getting started.💪

#DFC #DFCTipper #Bitcoin  #USDT  #Nigeriavsguineabissau #AFCON2021 #Crypto #BSCGem #NFTProject #Metaverse #Binance https://t.co/45SeZrjg67",https://twitter.com/Sina36787748/status/1485252400864763908,"January 23, 2022 at 10:05PM"
@rahmanasedi6092,"RT @deficonnect: We are moving according to plan..

See attached road map for further confirmation..

Next in line is @BitrueOfficial 

We are just getting started.💪

#DFC #DFCTipper #Bitcoin  #USDT  #Nigeriavsguineabissau #AFCON2021 #Crypto #BSCGem #NFTProject #Metaverse #Binance https://t.co/45SeZrjg67",https://twitter.com/rahmanasedi6092/status/1485252400969666562,"January 23, 2022 at 10:05PM"
@CREEPZ_CARTEL,RT @StudiosAdvanced: Deep into the metaverse. Be ready #ADV (@BoredApeYC @CBCreepz) https://t.co/wpKQcfuSkM,https://twitter.com/CREEPZ_CARTEL/status/1485252403326853125,"January 23, 2022 at 10:05PM"
@cryptotori,"TA / Market Thoughts / Sharing Thougjt

https://t.co/kT0tyGPRBx

JOIN MY IDEAS FOR CRYPTO 

#cryptocrash #Crypto #cryptotrading #Bitcoin #binance #nft #metaverse #cryptocurrency #cryptotwitter #telegram #telegramgroup #tradingstrategy #bitcoinindonesia #Airdropinspector #airdrop",https://twitter.com/cryptotori/status/1485252403763216385,"January 23, 2022 at 10:05PM"
@jakeysz5,"RT @CryptoInu_ABCD: Crypto Inu is an immersive multiplayer board game with 3D and VR modes that incorporates metaverse real estate investment where players own, sell, trade, and collect NFT assets. 

#dogecoin #doge #BabyDogeCoin #GameFi #BSC #BNB #metaverse #NFTs #PlayToEarn #web3 #FLOKI #Binance https://t.co/E6OmDA5q1C",https://twitter.com/jakeysz5/status/1485252404467871749,"January 23, 2022 at 10:05PM"
@zuhaib44,"What is Cosmos and IBC Protocol and how is @Cronos_World benefit from it.
#CRO #CronosWizard $CROWN #CronosWorld 
#DeFi #NFT #DEX #Metaverse

https://t.co/CCRa9bARPv",https://twitter.com/zuhaib44/status/1485252406145609729,"January 23, 2022 at 10:05PM"
@LiiPaandaa7,"RT @ladyincrypto: $150 GIVEAWAY ~ 24 HOURS ⏳

($100)
- RT &amp; Follow @luckyfury_ 

(+$50)
- Join Discord (post proof)
https://t.co/b1Ouv0bpy2

#FurryRoads #crypto #nfts #nftart #P2E #NFT #metaverse #blockchain https://t.co/9Zwz2v5di7",https://twitter.com/LiiPaandaa7/status/1485252406548234243,"January 23, 2022 at 10:05PM"
@carwshorns,"RT @Carwhorns: Back again with another MetaVerse video, but this time with an expert in the space. In this video we talk about metaverse passive income, how to identify sustainable metaverse &amp; much much more! Make sure to give it a watch!

 https://t.co/EG8CdGYCD8",https://twitter.com/carwshorns/status/1485252407705669636,"January 23, 2022 at 10:05PM"
@Sumon95218995,"@METADreamCity It's Very Great and Strong project. Thanks for sharing this amazing project. Best wishes 

@Naum_Mahmud 
@Apudebn07151860 
@PronabDebnath19 

#CityofDream #Metaverse #BSC #giveaways #GameFi #SocialFi #COD",https://twitter.com/Sumon95218995/status/1485252407877849089,"January 23, 2022 at 10:05PM"
@Chaeeyie,"RT @CryptoInu_ABCD: Crypto Inu is an immersive multiplayer board game with 3D and VR modes that incorporates metaverse real estate investment where players own, sell, trade, and collect NFT assets. 

#dogecoin #doge #BabyDogeCoin #GameFi #BSC #BNB #metaverse #NFTs #PlayToEarn #web3 #FLOKI #Binance https://t.co/E6OmDA5q1C",https://twitter.com/Chaeeyie/status/1485252408255008771,"January 23, 2022 at 10:05PM"
@Gonca1Ipek,"RT @IbaxNetwork: 🌞🌞May this week bring you open doors in your life endeavors and lead you to greater success. Wishing you a special week ahead.
#Cryptocurrency #Metaverse #Airdrop #Giveaways https://t.co/wPBNZmJpdd",https://twitter.com/Gonca1Ipek/status/1485252408267710475,"January 23, 2022 at 10:05PM"
@AfridiSouthee,"@MaNEKOFinance Thanks for giving us such a great opportunity. I am supporting it. always success for the development team to the moon.

@rumistk 
@Bipasha85865043 
@absupto9 

#Airdrop #Bounty #bountyhunter #Airdrops @MaNEKOFinance #nek #maneko #defi #GameFi #Metaverse",https://twitter.com/AfridiSouthee/status/1485252408603144192,"January 23, 2022 at 10:05PM"
@Pertiwi8Wiwin,"RT @SouthernDeFi: Welcome to the world of Metaverse comics

🚨#Giveaway🚨
$100 Direct wallet transfer!!

Rules
1️⃣ Follow Us on Twitter -
@MetaverseComics

2️⃣ Like ❤️

3️⃣ RT 🔁

4️⃣ Join Discord 
https://t.co/0EjPKJGANr

Ends on 25th Jan at 20:00 hrs(EST)
The winner will be announced on Discord! https://t.co/d46CYq4fxv",https://twitter.com/Pertiwi8Wiwin/status/1485252408708321283,"January 23, 2022 at 10:05PM"
@Jr1994862369,"RT @Crypto_ZeroFi: Join ZeroFi Game for a chance to own Legendary NFTs and win a lot attractive rewards

$ZERI #ZEUS #playtoearn #p2e $BSC #Metaverse #MetaverseNFT https://t.co/pk89AybhUA",https://twitter.com/Jr1994862369/status/1485252409035456516,"January 23, 2022 at 10:05PM"
@Bogdanm30921486,"RT @WesleyBKress: Many don’t realize WE R already living in a 2D “MetaVerse”. Most people spend 8-12 hours on a digital device. 90% of all Money TX’s are done Online. Big Tech currently gives U ZERO💰&amp; own all your DATA

Reason for #Crypto &amp; MetaVerse is for #ThePeople to own it $eGLD $SAITO $CEL https://t.co/pHy7oCRweC",https://twitter.com/Bogdanm30921486/status/1485252411065352192,"January 23, 2022 at 10:05PM"
@EnesKar34015826,"RT @IbaxNetwork: Join us！ You can get up to 100,000 IBXC . 
https://t.co/NePHh1VvOv
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/fFlfFFuNvw",https://twitter.com/EnesKar34015826/status/1485252411614760966,"January 23, 2022 at 10:05PM"
@TriaLuckWin,"RT @SpaceRunnersNFT: This week's 2 Courtside ticket raffle for our NFT holders 🏀 
@PelicansNBA vs @nuggets | Jan 28 (Fri) 🙌

To join the raffle:
👉 Own a Space Runners NFT
👉 Be active on Discord &amp; Twitter
👉 Submit your info https://t.co/U5KJqk7CO0
⏰ Raffle ends Tues Jan 25

#Metaverse #NBA #NFTs https://t.co/Y3iv27zAFr",https://twitter.com/TriaLuckWin/status/1485252412931977217,"January 23, 2022 at 10:05PM"
@yuyucityx,"RT @TaylorMusk_: What #ALTCOIN would you recommend me to buy in this market crash ⁉️🤔

Stay strong and don't miss this opportunity 😎🔥

#BSCGem #BabyDoge #FEG #Crypto #Bitcoin #ElonMusk #BSC #Solana #BabyDogeCoin #100xgem #SHIB #BNB #Babydogecoins   #Metaverse #NFT #NFTCommunity #BUSD #altcoin",https://twitter.com/yuyucityx/status/1485252413405949957,"January 23, 2022 at 10:05PM"
@yangpark__,"RT @TaikoNFT: After a successful drop with @TheBinanceNFT, we are transforming @cutecatcoffee into a NFC-NEKO Rug with @highstreetworld on 1pm UTC Jan 24! 🔥

More info 👇
https://t.co/H4qKpWgbNB

Will you flip the $RUG token or redeem the physical rug and use it in the #metaverse?🧐 https://t.co/35iJCk8FoW",https://twitter.com/yangpark__/status/1485252415326949378,"January 23, 2022 at 10:05PM"
@binniebirocha,"RT @utopiaclubnft: Retro and Disco!! 💫💫🥳

Utopia Club will have a roof top bar at the Metaverse. 🏰

#utopiaclubnft #utopians #utopiaclub #nft #nftcommunity #radiostation #walloffame #discobar https://t.co/2hlnnLIsMJ",https://twitter.com/binniebirocha/status/1485252416471994370,"January 23, 2022 at 10:05PM"
@itsmebaekx,"RT @SpaceRunnersNFT: This week's 2 Courtside ticket raffle for our NFT holders 🏀 
@PelicansNBA vs @nuggets | Jan 28 (Fri) 🙌

To join the raffle:
👉 Own a Space Runners NFT
👉 Be active on Discord &amp; Twitter
👉 Submit your info https://t.co/U5KJqk7CO0
⏰ Raffle ends Tues Jan 25

#Metaverse #NBA #NFTs https://t.co/Y3iv27zAFr",https://twitter.com/itsmebaekx/status/1485252416870453252,"January 23, 2022 at 10:05PM"
@AsmmKhan,"@bit_chro 
#crypto #IDO #Metaverse #NFT #Airdrop #DeFi #PrivateSale #Binance #BITChro #BTCH #BSC #BEP20 #Bitcoin #ethereum #NFTCommunity https://t.co/Hst6NHlBh1",https://twitter.com/AsmmKhan/status/1485252416966701057,"January 23, 2022 at 10:05PM"
@jjktigerflower,"RT @SpaceRunnersNFT: This week's 2 Courtside ticket raffle for our NFT holders 🏀 
@PelicansNBA vs @nuggets | Jan 28 (Fri) 🙌

To join the raffle:
👉 Own a Space Runners NFT
👉 Be active on Discord &amp; Twitter
👉 Submit your info https://t.co/U5KJqk7CO0
⏰ Raffle ends Tues Jan 25

#Metaverse #NBA #NFTs https://t.co/Y3iv27zAFr",https://twitter.com/jjktigerflower/status/1485252417436352515,"January 23, 2022 at 10:05PM"
@drmhgh_,"RT @CryptoInu_ABCD: Crypto Inu is an immersive multiplayer board game with 3D and VR modes that incorporates metaverse real estate investment where players own, sell, trade, and collect NFT assets. 

#dogecoin #doge #BabyDogeCoin #GameFi #BSC #BNB #metaverse #NFTs #PlayToEarn #web3 #FLOKI #Binance https://t.co/E6OmDA5q1C",https://twitter.com/drmhgh_/status/1485252417503465474,"January 23, 2022 at 10:05PM"
@adeptusXxX,"RT @CryptoInu_ABCD: Crypto Inu is an immersive multiplayer board game with 3D and VR modes that incorporates metaverse real estate investment where players own, sell, trade, and collect NFT assets. 

#dogecoin #doge #BabyDogeCoin #GameFi #BSC #BNB #metaverse #NFTs #PlayToEarn #web3 #FLOKI #Binance https://t.co/E6OmDA5q1C",https://twitter.com/adeptusXxX/status/1485252417856090119,"January 23, 2022 at 10:05PM"
@cherryxiaodi,Zepeto jg mirip2 konsep metaverse wkwkwk 😂😂😂 https://t.co/2itzd1dAca,https://twitter.com/cherryxiaodi/status/1485252418170658818,"January 23, 2022 at 10:05PM"
@lapislegiit__,"RT @TaylorMusk_: What #ALTCOIN would you recommend me to buy in this market crash ⁉️🤔

Stay strong and don't miss this opportunity 😎🔥

#BSCGem #BabyDoge #FEG #Crypto #Bitcoin #ElonMusk #BSC #Solana #BabyDogeCoin #100xgem #SHIB #BNB #Babydogecoins   #Metaverse #NFT #NFTCommunity #BUSD #altcoin",https://twitter.com/lapislegiit__/status/1485252418657202176,"January 23, 2022 at 10:05PM"
@lapislegiit__,"RT @TaylorMusk_: ✨✨ Position Exchange ✨✨

Invest in projects with real utilities and use cases like:

https://t.co/WKNj7AF5BA
https://t.co/HBzLc0g04i

They’re building a huge ecosystem! NFT, Cross-Chain Dex, Derivatives Trading Platform, Farm, Vault, Bonds, Stake, Games, Metaverse and … https://t.co/8baEuDEnez",https://twitter.com/lapislegiit__/status/1485252418665598980,"January 23, 2022 at 10:05PM"
@H7aEbc,"RT @TaikoNFT: After a successful drop with @TheBinanceNFT, we are transforming @cutecatcoffee into a NFC-NEKO Rug with @highstreetworld on 1pm UTC Jan 24! 🔥

More info 👇
https://t.co/H4qKpWgbNB

Will you flip the $RUG token or redeem the physical rug and use it in the #metaverse?🧐 https://t.co/35iJCk8FoW",https://twitter.com/H7aEbc/status/1485267475990482945,"January 23, 2022 at 11:05PM"
@944bigwin,"RT @mpugeneral: 🤖 Win 1 of 10 Whitelist spots for MetaSphere 🤖

- Play to earn game 
- Sandbox Metaverse 
- 100 BAYC in community 
- 2x oversubscribed whitelist

1️⃣ Follow @Metaspherehq
2️⃣ RT, ❤️ &amp; Tag 2 Friends
🎁 Bonus: Join discord: https://t.co/1TpLsXA5in
⏰ 24 hrs. #NFTGiveaways https://t.co/rPzqnitpJS",https://twitter.com/944bigwin/status/1485267476003045380,"January 23, 2022 at 11:05PM"
@missufejeyyn,"RT @Nakamoto_fish: Based on the essence of free exploration games: fishing, combined with metaverse + NFT + GameFi technology.

➡ https://t.co/BXcXdjxT2Z
➡ https://t.co/6sWdYY7eZN

🎥 Watch Promotional Video: https://t.co/RiFSbhFzTF

#NFT #BTCFISH #Metaverse #Crypto #GameFi",https://twitter.com/missufejeyyn/status/1485267477843959827,"January 23, 2022 at 11:05PM"
@9yulowkey,"RT @SpaceRunnersNFT: This week's 2 Courtside ticket raffle for our NFT holders 🏀 
@PelicansNBA vs @nuggets | Jan 28 (Fri) 🙌

To join the raffle:
👉 Own a Space Runners NFT
👉 Be active on Discord &amp; Twitter
👉 Submit your info https://t.co/U5KJqk7CO0
⏰ Raffle ends Tues Jan 25

#Metaverse #NBA #NFTs https://t.co/Y3iv27zAFr",https://twitter.com/9yulowkey/status/1485267478423179278,"January 23, 2022 at 11:05PM"
@DuyguEysan2,"RT @IbaxNetwork: GO ON! 
https://t.co/NePHh1DUpV
📢📢📢📢📢📢📢
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/62YlAbtTz4",https://twitter.com/DuyguEysan2/status/1485267478649450498,"January 23, 2022 at 11:05PM"
@hariini_winer,"RT @SpaceRunnersNFT: This week's 2 Courtside ticket raffle for our NFT holders 🏀 
@PelicansNBA vs @nuggets | Jan 28 (Fri) 🙌

To join the raffle:
👉 Own a Space Runners NFT
👉 Be active on Discord &amp; Twitter
👉 Submit your info https://t.co/U5KJqk7CO0
⏰ Raffle ends Tues Jan 25

#Metaverse #NBA #NFTs https://t.co/Y3iv27zAFr",https://twitter.com/hariini_winer/status/1485267478712549381,"January 23, 2022 at 11:05PM"
@t_elepathy,"RT @kryptcoin_: Last hour for the IGO of $DNL ~ @Dinolandgame
Its a #PlayToEarn Metaverse launching via Gaming LaunchPad @GemGuardianNFT

Keep close watch on $DNL to own tokens at initial price $0.017 &amp; MCap: $297,500

IGO beginning from 16:00 UTC for $GEMG HODLers &amp; from 8 PM for #NFT HODLers",https://twitter.com/t_elepathy/status/1485267479715016712,"January 23, 2022 at 11:05PM"
@syakilanoura,"@METADreamCity This project looking very interesting.The project has a lot of attractions so hopefully the project will be better in the future and it's envy of the crypto world. Good luck! 
@Bramsebastian6
 
@ad1kaa
 
@FalahRg 

#CityofDream #Metaverse #BSC #giveaways #GameFi #SocialFi #COD",https://twitter.com/syakilanoura/status/1485267480084107264,"January 23, 2022 at 11:05PM"
@BeklerizYine,"RT @IbaxNetwork: 🌞🌞May this week bring you open doors in your life endeavors and lead you to greater success. Wishing you a special week ahead.
#Cryptocurrency #Metaverse #Airdrop #Giveaways https://t.co/wPBNZmJpdd",https://twitter.com/BeklerizYine/status/1485267480272687109,"January 23, 2022 at 11:05PM"
@adak_77,"@CoinMarketCap @MetakingsAI @javad__hs 
@Ali_77 
@Reza_77 
 #BSC #Solana #mtk #metakings #Metaverse",https://twitter.com/adak_77/status/1485267481715515395,"January 23, 2022 at 11:05PM"
@cryptowithfarza,"A hypothetical iteration of the internet called the metaverse appears to be the hottest trend in cryptocurrencies this year, beating even the world’s largest digital asset. 

That’s what U.K.-based research firm Macro Hive’s crypto indexes show, with meta-related coins up 37,000% https://t.co/uClFfs5gLG",https://twitter.com/cryptowithfarza/status/1485267483481505794,"January 23, 2022 at 11:05PM"
@andiniyudha,"RT @LanceKrypto: 🔥Kryptonect we are building #Amazon #alibaba 

⏰PHASE 2 SALE on 26th Jan 2022

💸Marketplace is READY, fully functional.
🙎‍♂️Doxx and Experience Team

🌎https://t.co/g30Kb2KAak

#NFT #amazon #BSCGem #PinkSale #BSC #NFTCommunity #BNB #Metaverse #CryptoNews #BTC https://t.co/F4YqX4jbiY",https://twitter.com/andiniyudha/status/1485267483842183168,"January 23, 2022 at 11:05PM"
@SreeMitun1,"RT @DragonSBFinance: 🏆 Weekly Achievements 🏵

👋 Howdy SB-ers! 👋
🎉 Hope that you guys had a wonderful week.
👀 Let’s catch a glimpse of what #DragonSB has achieved this week!

🎁🎈 Stay tuned for more upcoming events you don’t want to miss.
#NFT #Metaverse #F2E #P2E #MMORPG https://t.co/VRwYvZlQxq",https://twitter.com/SreeMitun1/status/1485267483900911618,"January 23, 2022 at 11:05PM"
@iseeunny,"RT @GalaxyHeroesGHC: 🐂 The bull is awake! Maybe they know a thing or two about what's coming up at $GHC. 
https://t.co/sJ2OKDYtnv 

#GHC #pump #Pumping #bullrun #BullishAF #GameFi #Metaverse #NFT #NFTs #NFTGame #PlayToEarn #P2E #BSCGem #GalaxyHeroes #GalaxyHeroesCoin #altcoinseason https://t.co/HehgxwctWc",https://twitter.com/iseeunny/status/1485267484723019776,"January 23, 2022 at 11:05PM"
@KorakasM,"RT @TheCitaDAO_NFT: OUR MINT WILL REMAIN LIVE.
https://t.co/G99oTx8UTi

Every mint, mint fees flow into to our community wallet to acquire more and more Metaverse assets.

This is not a project that is meant to flip.

This is long term.

You can check our wallet here:
https://t.co/eBnfvP4HU1",https://twitter.com/KorakasM/status/1485267484743766019,"January 23, 2022 at 11:05PM"
@jvadeeu,"RT @mpugeneral: 🤖 Win 1 of 10 Whitelist spots for MetaSphere 🤖

- Play to earn game 
- Sandbox Metaverse 
- 100 BAYC in community 
- 2x oversubscribed whitelist

1️⃣ Follow @Metaspherehq
2️⃣ RT, ❤️ &amp; Tag 2 Friends
🎁 Bonus: Join discord: https://t.co/1TpLsXA5in
⏰ 24 hrs. #NFTGiveaways https://t.co/rPzqnitpJS",https://twitter.com/jvadeeu/status/1485267484764950529,"January 23, 2022 at 11:05PM"
@skottwarrlords,"RT @METAMINERSNFT: In less than 24 hours 10,000 Unique Metaminers will hit the metaverse! 

We hope to see you there for mint https://t.co/ttB1oo0ydK

Enjoy this game demo while you wait  #NFT #BAYC https://t.co/9GwWv1fqG8",https://twitter.com/skottwarrlords/status/1485267486429696002,"January 23, 2022 at 11:05PM"
@Nisha30739648,"RT @MemePadLaunch: INTRODUCING @DxSpotOfficial - $DXS 🖥

Dx Spot is an AI application for trading on crypto exchanges, now available for use and download on Playstore. Dx Spot will also develop projects in DeFi (DxSwap), NFT, Gamefi and AI in the metaverse. https://t.co/aVQHfUEg92",https://twitter.com/Nisha30739648/status/1485267487000506373,"January 23, 2022 at 11:05PM"
@Aliyose61100356,RT @firatyy: The projects you believe in will not let you down. #afen  @Afenblockchain #metaverse #nft #vr #bsc #btc #Binance  #KuCoin  #MEXC #paribu #CoinbasePro https://t.co/JJ4PaKyfut,https://twitter.com/Aliyose61100356/status/1485267488401203205,"January 23, 2022 at 11:05PM"
@yourcryptodj,"Shill me your most undervalued gem!💎

#Metaverse #altcoin #GameFi #P2E #NFTs",https://twitter.com/yourcryptodj/status/1485267488451481603,"January 23, 2022 at 11:05PM"
@taengtaex,"RT @SpaceRunnersNFT: This week's 2 Courtside ticket raffle for our NFT holders 🏀 
@PelicansNBA vs @nuggets | Jan 28 (Fri) 🙌

To join the raffle:
👉 Own a Space Runners NFT
👉 Be active on Discord &amp; Twitter
👉 Submit your info https://t.co/U5KJqk7CO0
⏰ Raffle ends Tues Jan 25

#Metaverse #NBA #NFTs https://t.co/Y3iv27zAFr",https://twitter.com/taengtaex/status/1485267490863464452,"January 23, 2022 at 11:05PM"
@svriawinscityxx,"RT @TaikoNFT: After a successful drop with @TheBinanceNFT, we are transforming @cutecatcoffee into a NFC-NEKO Rug with @highstreetworld on 1pm UTC Jan 24! 🔥

More info 👇
https://t.co/H4qKpWgbNB

Will you flip the $RUG token or redeem the physical rug and use it in the #metaverse?🧐 https://t.co/35iJCk8FoW",https://twitter.com/svriawinscityxx/status/1485267492499226625,"January 23, 2022 at 11:05PM"
@Priyanshi9693,"RT @MemePadLaunch: INTRODUCING @DxSpotOfficial - $DXS 🖥

Dx Spot is an AI application for trading on crypto exchanges, now available for use and download on Playstore. Dx Spot will also develop projects in DeFi (DxSwap), NFT, Gamefi and AI in the metaverse. https://t.co/aVQHfUEg92",https://twitter.com/Priyanshi9693/status/1485267494919032836,"January 23, 2022 at 11:05PM"
@stanip7,"RT @SpaceRunnersNFT: Congrats again @fungi1000🌟
Once you’re in #RUNfam we always got your back!!✌🏻

#metaverse #NFTs #NFTCommunity #NBA https://t.co/2OVIkLw0RB",https://twitter.com/stanip7/status/1485267495921786885,"January 23, 2022 at 11:05PM"
@PearlyWhite1818,"RT @mpugeneral: 🤖 Win 1 of 10 Whitelist spots for MetaSphere 🤖

- Play to earn game 
- Sandbox Metaverse 
- 100 BAYC in community 
- 2x oversubscribed whitelist

1️⃣ Follow @Metaspherehq
2️⃣ RT, ❤️ &amp; Tag 2 Friends
🎁 Bonus: Join discord: https://t.co/1TpLsXA5in
⏰ 24 hrs. #NFTGiveaways https://t.co/rPzqnitpJS",https://twitter.com/PearlyWhite1818/status/1485267496416337924,"January 23, 2022 at 11:05PM"
@Faheemleghari13,"@leagueKinggdoms I believe this is a faithful project
@Lkjf91475198
@faheemleghari14
@Latif47374137
0x1ac8DD69D36341b481EDF1225188c0f463f623C3
#KYB #KRM #BTC #BNB #BSC #AVAX #NFT #bitcoin
#doge #shib #ShibArmy #naruto #Boruto 
#kyubi #kyuubi #airdrop #ADA #crypto #Metaverse #altcoins",https://twitter.com/Faheemleghari13/status/1485267496940851210,"January 23, 2022 at 11:05PM"
@ZaliAmie,"RT @Hercules2Mighty: #Metaverse legacy is on the line when 10,055 gamers compete for glory!

With their lives at stake, #MightyHercules must fight till the bitter end.

Prepare yourselves for the #MIGHTYVERESE👇🏾 https://t.co/7BAV6ufebQ",https://twitter.com/ZaliAmie/status/1485267498744573954,"January 23, 2022 at 11:05PM"
@9yulowkey,"RT @SpaceRunnersNFT: Congrats again @fungi1000🌟
Once you’re in #RUNfam we always got your back!!✌🏻

#metaverse #NFTs #NFTCommunity #NBA https://t.co/2OVIkLw0RB",https://twitter.com/9yulowkey/status/1485267500237725702,"January 23, 2022 at 11:05PM"
@SitiR78265841,"RT @SpaceRunnersNFT: This week's 2 Courtside ticket raffle for our NFT holders 🏀 
@PelicansNBA vs @nuggets | Jan 28 (Fri) 🙌

To join the raffle:
👉 Own a Space Runners NFT
👉 Be active on Discord &amp; Twitter
👉 Submit your info https://t.co/U5KJqk7CO0
⏰ Raffle ends Tues Jan 25

#Metaverse #NBA #NFTs https://t.co/Y3iv27zAFr",https://twitter.com/SitiR78265841/status/1485267501424734210,"January 23, 2022 at 11:05PM"
@JhomarkParalej1,"RT @unixplaytoearn: Day by day, new concepts, designs, and businesses involving  #cryptocurrency, followed by #NFTs, &amp; the birth of #Metaverse last year are continuously bringing new opportunities to us.

Do you have any idea how the #Metaverse will evolve this 2022?

#UniX #UniXGaming #Interactive https://t.co/dbNtma5TR4",https://twitter.com/JhomarkParalej1/status/1485267502330683392,"January 23, 2022 at 11:05PM"
@MetaverseHaha,"Time is money! Get to investing in the HAHA Coin and you will win big rewards when you play games and have fun, get into the crypto world and the benefits are endless. We are here to serve you in our metaverse.

#hahametaverse #hahatoken #crypto #future #payingsystem https://t.co/67wUUMuKL5",https://twitter.com/MetaverseHaha/status/1485282512817602569,"January 24, 2022 at 12:05AM"
@HiosvanyL,"RT @Coinhub_Wallet: 📰📰A list that all new #tokens supported on #Coinhub this week. 🥳🥳

@upcake_bsc
@NFTmall
@UBOXSEANFT
@EBMetaverse
@Aus_MYK
@OliveCashBsc
@DaimaToken
@AstarNetwork

$UPC $GEM $UDI $EB $MYK  $OLIVE $DAIMA $ASTR

#CoinhubWallet #NFT #DeFi #GameFi #Metaverse https://t.co/LAa2ieSNIr",https://twitter.com/HiosvanyL/status/1485282513836810247,"January 24, 2022 at 12:05AM"
@AniitaDr,"RT @upnextboys: Honestly.. HUGE shoutout to Tim From Voxel X Network!!! These guys are taking over the GameFi / Metaverse space and if you ain't rockin with them... You gotta reconsider your portfolio young buck! 🤷🏻‍♂️ 

The #UPNEXTCRYPTO Way 📈 https://t.co/9e8rbSgU7x",https://twitter.com/AniitaDr/status/1485282516701491203,"January 24, 2022 at 12:05AM"
